"outcome.test.score","treatment","school","is.female","mother.attended.secondary.school","father.attened.secondary.school","failed.at.least.one.school.year","family.receives.cash.transfer","has.computer.with.internet.at.home","is.unemployed","has.some.form.of.income","saves.money.for.future.purchases","intention.to.save.index","makes.list.of.expenses.every.month","negotiates.prices.or.payment.methods","financial.autonomy.index"
51.3794555664062,0,35914460,1,0,0,0,0,0,1,1,1,81,0,1,62
38.6523056030273,1,23162406,0,0,0,NA,0,NA,1,1,0,33,0,1,NA
69.5225067138672,0,23225360,1,0,0,0,1,1,0,1,0,43,0,1,18
40.2841415405273,0,35047776,0,0,0,1,1,1,1,1,1,79,0,0,60
70.1496963500977,1,33104204,1,0,0,1,1,1,0,1,0,54,0,1,43
87.4910507202148,1,33038023,1,1,0,0,1,1,0,1,0,42,0,1,27
29.7173748016357,1,53012097,1,0,NA,0,0,1,1,1,0,39,0,1,27
53.3270492553711,0,33013772,1,0,0,0,0,1,0,1,0,21,0,1,41
38.29052734375,0,33005990,0,1,1,1,0,0,0,1,1,41,0,1,73
38.3539581298828,0,33090300,0,1,1,0,0,0,0,1,0,41,0,0,39
43.0805168151855,0,33099189,0,1,1,1,0,1,0,0,0,39,0,0,46
75.975944519043,1,33054177,0,1,1,1,0,1,0,1,1,63,0,1,71
47.2062339782715,0,35910764,0,1,1,1,1,0,0,0,0,45,0,1,69
79.9851837158203,0,33060738,0,1,1,1,1,0,1,1,1,69,0,1,84
50.1960792541504,1,33125304,0,0,0,1,0,1,0,1,0,NA,0,1,NA
34.0583190917969,1,23140518,0,1,0,0,1,1,0,0,0,36,0,0,31
76.4874496459961,1,31068527,0,1,0,0,1,1,0,1,0,63,0,1,52
58.1097221374512,0,23225360,1,1,0,1,1,1,0,1,0,38,0,1,56
46.1774406433105,0,33027820,0,1,0,0,0,0,0,1,1,48,0,1,41
45.4429054260254,1,35043345,0,0,1,0,0,0,1,1,0,58,0,0,56
38.6512641906738,0,33098808,0,1,0,0,0,0,0,0,1,NA,0,1,NA
77.4382705688477,1,33011311,NA,NA,NA,NA,NA,NA,1,1,1,67,0,1,75
37.1829261779785,0,33027820,0,1,1,1,0,1,0,0,1,NA,0,0,46
49.8226737976074,1,33046573,0,0,0,1,1,NA,0,0,0,59,0,1,90
30.0564117431641,1,33125304,0,1,1,0,1,1,1,1,0,37,0,0,31
39.2669334411621,1,23073039,0,0,0,1,1,1,1,1,0,32,0,1,48
62.7467422485352,0,33038180,0,0,0,0,1,1,0,0,0,49,0,0,37
59.6403045654297,1,33120692,0,0,0,0,0,0,0,0,0,70,0,1,73
90.3469848632812,1,33053910,0,0,0,1,1,0,0,1,0,70,0,1,67
42.8480758666992,0,33079374,0,0,0,1,1,0,1,1,1,46,0,0,NA
48.4651222229004,1,33082227,0,0,0,1,0,0,1,1,0,29,0,1,27
59.8848838806152,0,31338788,0,1,1,1,1,NA,1,1,NA,31,0,1,58
62.3656539916992,1,35042195,0,1,1,0,0,0,0,0,0,75,0,1,52
68.5586090087891,0,33074127,0,0,0,1,0,0,1,1,0,65,0,1,71
61.854190826416,0,33090149,0,0,0,0,0,0,1,1,0,62,0,1,69
54.5069351196289,0,23077883,0,1,0,0,1,1,0,0,0,90,0,1,69
57.8656959533691,1,33052069,0,0,0,0,0,0,0,0,0,67,0,0,58
41.3767623901367,0,35002860,0,1,1,0,0,1,0,1,0,41,0,1,41
59.4297103881836,1,23163020,1,1,0,1,1,1,1,0,NA,30,0,1,69
66.0890960693359,1,53012097,1,0,1,0,1,0,1,1,0,38,0,1,27
43.8182525634766,0,35011770,1,1,0,0,0,1,1,1,0,53,0,0,12
44.2310104370117,0,17005264,1,0,1,0,1,1,1,1,NA,56,NA,1,88
61.952751159668,1,23070820,1,1,0,0,0,1,0,0,1,88,0,1,75
53.2721824645996,0,33045070,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,73
75.0518417358398,0,35904958,1,0,0,1,0,0,1,1,1,NA,0,0,NA
66.4770889282227,1,53004981,0,1,1,0,0,0,0,0,0,33,0,0,54
68.3601531982422,1,33110646,0,1,0,0,1,1,0,0,0,61,0,0,8
38.6592102050781,0,23077808,0,1,1,0,0,0,0,1,0,87,0,1,77
70.0419158935547,0,35924003,0,1,1,0,0,1,0,1,0,77,0,0,31
42.2370719909668,0,35005320,0,1,1,1,0,1,0,0,1,41,1,1,48
39.5794448852539,1,53007425,0,0,1,0,1,1,1,1,0,57,0,1,65
73.4592208862305,0,35008667,0,NA,NA,0,0,1,1,1,0,27,0,1,56
41.2096405029297,0,23024658,0,1,0,1,0,1,1,1,NA,49,NA,NA,58
76.5370101928711,0,33039569,NA,NA,NA,NA,NA,NA,0,0,1,56,0,0,69
79.1353988647461,1,53004981,1,1,1,0,0,1,1,1,0,40,0,1,NA
68.1358947753906,1,35921749,1,1,1,0,0,1,0,1,0,14,0,0,5
66.9672317504883,0,23002590,0,0,0,1,1,1,0,0,1,57,1,1,62
42.680591583252,0,35008576,0,0,1,1,0,0,0,1,0,81,0,1,71
77.3736114501953,1,33058601,0,1,1,1,0,0,0,1,0,63,0,1,54
35.8786125183105,0,35901748,0,0,1,0,1,0,1,1,NA,34,0,1,77
38.726261138916,0,33092257,0,1,1,1,0,0,0,1,0,45,0,1,37
31.5120239257812,0,33027820,NA,NA,NA,NA,NA,NA,0,0,0,81,0,1,NA
43.1367034912109,1,53004981,1,1,1,0,0,0,0,1,0,15,0,0,54
54.4540786743164,1,35003256,0,1,0,0,0,0,0,0,0,38,0,1,69
75.6918640136719,1,35901271,0,NA,1,0,0,0,1,1,0,60,0,1,46
43.2377853393555,1,33038929,0,0,0,1,1,1,0,1,0,11,0,0,22
75.894172668457,0,35045196,0,1,1,0,0,0,0,1,0,19,0,1,35
85.1600189208984,0,35008667,0,1,0,0,0,1,0,1,0,49,0,1,14
33.7231674194336,1,33046573,0,0,0,1,1,1,0,0,0,13,0,0,39
47.836067199707,0,33027285,0,0,0,1,0,1,0,1,0,39,0,1,37
69.068489074707,0,35909836,0,1,0,0,0,0,1,1,0,82,0,1,79
66.4282760620117,1,53004981,0,1,1,1,0,0,0,0,0,50,0,1,33
56.3572425842285,1,53008790,0,0,1,1,0,0,0,1,0,100,0,1,92
45.5651741027832,0,33054711,0,1,0,1,1,1,1,1,0,41,0,1,48
77.5149841308594,1,31069019,0,0,0,1,0,0,0,1,0,61,0,0,35
54.902759552002,0,17012104,0,1,0,1,1,1,1,1,0,40,0,1,71
36.187313079834,0,35039901,0,0,0,1,0,0,0,0,0,75,0,0,37
44.4318809509277,0,35002926,0,1,1,0,0,0,0,1,0,49,0,1,41
38.6942405700684,0,35018909,0,0,0,0,0,1,1,1,1,66,1,1,48
74.3363647460938,1,53004981,0,0,0,1,1,NA,1,1,0,51,0,1,46
43.8671951293945,0,35039676,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
73.7388610839844,1,35917758,0,0,1,0,0,0,0,1,1,64,0,1,65
64.473388671875,1,53011520,0,0,0,0,1,1,0,0,0,71,0,1,52
79.9876022338867,0,35019896,0,1,1,0,0,0,0,1,0,41,0,1,39
61.8571815490723,0,23323426,0,0,0,0,1,1,0,0,0,45,0,1,27
38.2713508605957,0,35018491,0,0,0,0,0,1,1,1,1,44,0,1,84
55.7627906799316,1,17050294,0,0,1,1,1,1,1,1,0,62,0,1,67
60.8600425720215,1,35019458,0,1,1,0,0,0,0,0,0,52,0,0,12
74.6015167236328,1,53004981,0,1,1,1,0,1,1,1,1,73,0,1,69
51.8174324035645,1,33086583,0,0,1,0,0,0,0,1,0,59,0,1,48
30.8755054473877,1,35011587,0,0,1,1,0,0,0,0,0,41,0,1,54
64.8430480957031,1,35002148,0,1,1,1,0,1,1,1,0,32,0,1,41
32.7986526489258,0,35018909,0,1,NA,0,0,0,1,1,0,50,1,1,77
32.4492378234863,1,35002999,0,1,0,1,0,0,1,1,0,48,0,1,37
35.5050163269043,0,33138354,0,0,1,0,1,0,1,1,1,19,1,1,79
49.4556198120117,1,33046743,0,1,0,1,0,0,1,1,0,80,0,1,48
74.3351898193359,1,33039186,0,0,0,1,1,1,1,1,0,33,0,1,20
63.2018165588379,1,53004981,0,1,1,0,0,0,0,0,0,5,0,0,58
33.7225227355957,0,33013772,0,0,0,1,0,1,0,0,0,53,0,1,50
49.0090789794922,0,35012294,0,0,0,0,1,1,0,0,0,54,0,0,NA
48.6467323303223,0,17026229,0,1,1,0,0,0,0,1,0,48,0,1,82
37.3947944641113,0,35910764,0,0,0,0,0,0,0,0,0,40,0,0,22
35.942699432373,1,33058750,0,0,1,0,1,1,0,0,0,38,0,1,37
41.2491722106934,0,35036110,0,1,1,1,0,1,0,1,0,NA,1,1,67
58.0147705078125,0,35011794,0,0,0,0,0,0,0,0,1,69,1,1,50
59.3076019287109,1,53003616,0,1,1,0,1,0,1,1,1,79,1,1,73
47.0473556518555,1,53008146,0,0,0,1,1,1,1,1,0,NA,0,1,41
49.8523788452148,1,23072067,1,1,0,0,1,1,0,0,0,40,0,1,62
57.208812713623,1,23025263,1,1,1,0,0,1,0,1,0,49,1,1,65
68.1264343261719,0,33008396,NA,NA,NA,NA,NA,NA,0,0,NA,64,0,NA,39
62.6478576660156,1,33103771,NA,NA,NA,NA,NA,NA,0,1,0,63,0,1,79
72.8637313842773,1,17026172,1,1,1,0,0,1,0,1,0,61,1,1,65
74.0469284057617,1,35001417,1,0,0,0,0,0,0,1,0,44,0,0,-3
30.3856086730957,1,35012178,1,1,1,0,0,0,0,1,0,15,0,1,54
49.6504211425781,0,23163330,1,0,0,1,1,1,0,1,0,57,0,1,46
74.4974136352539,1,33092214,1,0,1,0,0,0,0,1,0,24,0,0,29
72.462287902832,1,35038830,1,0,0,0,0,0,1,1,0,80,0,1,77
89.4093780517578,1,35003256,1,1,1,0,0,1,0,1,1,67,0,1,50
86.9237823486328,1,35012087,1,1,1,0,0,1,1,1,0,60,1,1,73
67.9270858764648,1,35008312,1,0,0,0,0,0,0,1,0,75,0,1,60
64.1364440917969,1,53005210,1,0,0,0,1,0,1,0,0,40,0,1,52
64.2693328857422,1,35001028,1,0,1,0,0,0,0,1,0,56,0,0,46
62.0023956298828,1,31069019,1,0,0,0,1,1,1,1,1,58,0,1,62
58.5416870117188,0,23072374,1,1,0,1,1,1,0,0,0,65,0,1,52
36.2390556335449,1,35014217,1,1,0,0,1,1,1,1,0,42,0,0,24
42.3693695068359,0,33126151,NA,NA,NA,NA,NA,NA,1,1,0,12,0,0,24
79.5873260498047,1,35008758,1,1,1,0,0,0,0,1,0,26,0,0,48
66.8293838500977,1,35009124,1,1,1,0,1,0,1,1,0,65,0,1,35
57.4493026733398,1,35902559,0,0,0,0,0,0,1,1,0,41,0,1,10
74.7070846557617,1,33041776,1,0,0,0,0,1,0,1,0,36,0,1,37
61.7591361999512,1,35901192,1,0,0,0,0,0,0,0,1,30,0,1,54
50.5152168273926,1,35011459,0,1,0,1,1,1,0,0,0,NA,0,0,41
65.1927185058594,1,53005465,1,1,1,0,0,0,0,1,0,85,0,1,65
74.5896530151367,1,17024919,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA
64.1572952270508,1,35002914,1,1,0,0,0,0,0,0,0,67,0,0,56
74.8623580932617,1,35925639,1,0,0,0,1,0,0,0,1,NA,0,1,60
64.9264526367188,1,35002963,1,0,0,0,0,0,0,1,0,56,0,1,41
42.6411628723145,0,33028109,1,1,0,0,0,1,0,0,0,78,0,1,75
57.0265884399414,0,35191206,1,1,1,0,0,0,0,1,0,28,0,0,52
48.1001358032227,0,35042146,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
76.6568298339844,1,31330566,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
56.9088516235352,1,53005015,0,1,1,1,1,0,0,1,0,29,0,1,29
59.8147125244141,1,31069019,1,0,0,1,1,1,1,1,0,58,0,1,37
69.4240493774414,0,33039593,1,1,1,0,0,1,1,1,0,33,0,1,18
64.0362167358398,1,33054177,1,0,1,0,0,1,0,1,0,34,0,0,75
67.8587875366211,1,53004981,1,0,0,0,0,0,0,1,0,87,1,0,62
63.5115127563477,1,35044436,1,1,1,0,0,0,0,1,0,70,0,1,52
54.1801300048828,1,53005015,0,1,0,1,0,0,0,1,0,10,0,1,18
80.5210723876953,1,17005060,1,0,NA,0,1,1,0,1,0,61,0,1,56
64.6914138793945,0,33038180,1,0,1,0,0,0,0,0,0,41,0,0,48
63.1215400695801,0,33090823,1,0,0,0,0,1,0,0,0,41,0,1,54
41.5643501281738,0,53019806,1,0,0,1,1,0,0,1,0,54,0,1,37
71.6213531494141,1,35001016,0,1,1,0,0,0,0,0,0,68,0,1,31
55.444149017334,1,33097224,1,NA,0,0,1,1,0,1,0,31,0,1,60
58.7001571655273,1,35011423,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
51.9284286499023,0,53008979,1,0,0,1,0,0,0,1,NA,62,0,1,50
63.2237205505371,0,35906748,1,0,0,0,0,0,1,1,0,61,0,1,35
67.1448364257812,1,53005015,0,0,1,1,0,1,0,1,0,51,0,1,50
67.4756927490234,1,35038805,1,1,0,0,1,1,0,0,0,41,0,0,60
58.7214050292969,1,33106592,1,0,0,1,0,1,1,1,0,46,1,1,56
75.4495697021484,0,35910521,1,1,1,0,0,0,0,0,0,84,0,1,16
67.8792877197266,0,35011113,1,1,1,0,0,1,0,1,0,61,0,0,52
69.1501998901367,1,23047860,1,0,0,0,1,1,0,0,0,53,0,0,10
40.2590866088867,1,53006070,1,1,1,0,0,0,0,0,0,63,0,0,58
35.6711845397949,0,35018855,1,0,NA,1,0,0,0,1,0,1,0,NA,8
45.9199142456055,1,35909816,1,1,0,0,0,0,0,1,0,69,0,1,48
47.8708038330078,1,53005015,0,1,1,1,0,0,0,1,0,51,0,1,37
76.3521041870117,1,35923597,1,1,1,0,0,0,0,1,0,57,0,1,33
36.9312591552734,0,33092257,1,1,1,0,0,0,0,1,0,83,1,1,82
56.4113464355469,1,35002203,1,0,0,0,0,1,0,1,0,37,0,1,54
56.102367401123,1,35909877,1,0,0,0,0,1,0,0,0,47,0,0,35
30.5027751922607,1,33106630,1,1,0,1,0,0,1,0,0,54,0,0,31
65.0025634765625,1,33103771,1,0,0,0,0,1,0,1,0,85,0,1,62
45.4487113952637,1,35037254,1,0,0,0,0,1,0,1,0,29,0,0,43
63.1338386535645,0,35009003,1,1,1,0,0,0,1,1,0,46,0,1,60
48.0455932617188,1,53005015,1,1,0,1,0,0,0,1,1,52,0,1,29
66.5305633544922,0,23163402,1,1,1,0,1,0,0,1,0,18,0,1,50
33.9857864379883,0,33055742,1,1,0,1,0,0,0,0,0,NA,0,1,NA
78.9880447387695,1,53006720,1,0,0,0,0,1,1,1,0,34,0,1,50
60.9348640441895,0,53005341,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
58.9429664611816,1,35043357,0,0,0,0,1,1,0,0,0,81,0,0,35
62.9858818054199,0,35042161,1,0,1,0,0,1,0,0,0,60,0,1,73
70.3089141845703,0,31069906,1,0,0,0,1,1,0,0,0,65,0,1,71
27.4983425140381,0,35909836,1,1,1,1,0,0,1,1,0,NA,0,1,NA
46.445686340332,0,53007360,0,1,1,0,0,0,1,1,1,26,0,1,39
59.7907104492188,1,35047818,1,1,1,0,0,0,1,1,0,38,1,0,-9
59.6394538879395,1,35045718,1,1,1,1,1,1,0,0,0,57,0,0,60
59.3159866333008,0,53003624,1,0,0,1,1,0,0,0,0,38,1,1,37
67.7550506591797,1,35037874,1,0,0,0,0,0,0,1,0,59,0,1,77
81.7418746948242,0,35008825,1,0,0,0,0,0,1,1,0,33,0,1,10
66.1741638183594,0,35019604,1,0,0,0,0,0,0,1,0,57,0,0,27
57.5651931762695,1,35007638,1,1,1,0,0,0,1,1,0,71,0,1,31
54.859504699707,1,53011520,1,0,1,0,1,0,0,0,0,48,0,1,58
41.9696006774902,0,17046270,1,0,0,0,0,1,1,1,0,87,1,1,82
42.1125144958496,0,35191206,0,1,0,0,0,0,0,0,0,26,0,1,16
70.2836837768555,1,53007387,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
82.5913314819336,1,35037096,0,0,0,0,0,0,0,1,0,61,0,0,29
47.4327964782715,0,53011597,0,1,1,0,0,0,0,0,0,33,0,1,52
59.511848449707,1,33044880,0,1,1,1,1,0,0,1,0,55,0,1,67
45.9942932128906,0,53007360,0,0,1,0,0,0,0,0,0,52,0,1,35
36.5501899719238,0,33090300,0,0,0,0,0,0,0,0,0,58,0,1,39
63.3526306152344,1,17014646,0,0,0,0,0,1,1,1,1,52,0,1,58
77.8373336791992,0,35920630,0,0,0,0,0,0,0,1,0,52,0,1,60
56.3425216674805,0,35036031,0,1,0,1,NA,NA,1,1,0,48,0,1,33
59.9235038757324,0,23075864,0,0,0,0,0,0,0,1,0,51,0,1,41
74.8053512573242,1,35925073,0,0,1,0,0,0,1,1,0,65,0,1,79
81.1300277709961,0,35008825,0,0,1,0,0,0,0,1,0,57,0,0,50
62.3907279968262,1,23264616,0,0,0,0,1,1,1,1,0,15,0,1,-9
47.5820579528809,1,33050490,0,0,0,0,1,0,0,0,1,NA,0,0,48
42.1926002502441,0,23065214,0,0,1,0,1,1,0,1,0,17,0,0,54
60.7794723510742,1,53008790,0,1,1,0,1,0,0,1,0,62,0,1,10
38.2998085021973,1,35909816,0,1,0,0,0,0,1,1,1,42,0,1,58
72.4060745239258,0,53011031,0,0,0,0,1,0,1,1,0,49,0,1,22
52.7429618835449,1,23061499,0,0,0,1,1,1,1,1,0,NA,0,1,33
86.227294921875,0,33039569,NA,NA,NA,NA,NA,NA,0,0,1,56,1,1,39
41.6749649047852,0,53007360,1,1,1,0,0,0,0,1,0,59,0,1,39
40.7394218444824,1,35007195,0,1,0,1,0,0,1,0,0,47,0,1,41
72.6254501342773,0,33104379,0,1,0,0,0,1,0,1,0,54,0,0,33
53.5258255004883,1,53007387,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
43.9016075134277,1,31068608,0,1,1,1,1,0,0,0,1,68,0,1,77
54.0522003173828,1,53005210,0,0,0,0,0,0,0,0,0,48,0,1,75
67.0195236206055,1,23109149,0,1,1,0,0,0,0,1,0,13,0,1,39
56.6396217346191,1,33058571,0,1,0,0,0,1,0,0,0,56,0,0,31
85.3308486938477,0,53007360,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,1,24
39.7451591491699,0,35908915,0,0,1,0,0,1,0,0,0,22,0,1,79
62.4498901367188,1,35019537,0,1,1,0,0,0,1,1,1,NA,0,1,35
32.3168525695801,0,33007420,0,0,0,0,0,1,1,1,1,39,0,1,56
25.2687664031982,1,53007387,0,1,1,0,0,0,0,1,0,46,0,1,48
69.367805480957,1,17014646,NA,NA,NA,NA,NA,NA,1,1,1,78,1,1,84
52.4721031188965,1,33086737,0,1,0,1,0,0,1,1,0,NA,0,NA,NA
50.8808364868164,0,33018405,0,0,0,1,0,0,0,0,0,11,0,0,58
73.0078277587891,0,35910521,0,0,0,0,0,1,0,0,0,24,0,1,10
43.5296821594238,1,53007387,0,0,0,0,1,1,0,1,0,22,0,1,29
36.8129806518555,0,33106606,0,0,1,1,0,0,0,0,0,30,0,1,NA
57.7753791809082,1,33053359,0,0,0,0,1,0,0,0,0,49,0,0,52
43.3275909423828,1,35007161,0,0,1,0,0,1,0,1,0,NA,0,1,NA
54.9973602294922,0,35019409,0,1,1,0,0,0,0,0,0,48,0,0,10
54.2718849182129,0,35924003,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA
42.3847923278809,1,53007387,0,0,0,0,0,0,1,1,0,61,0,1,43
46.4684143066406,0,31338800,0,0,0,1,0,1,1,1,0,29,0,1,56
29.7062911987305,0,35047156,0,0,0,0,1,0,1,1,1,NA,0,1,20
50.605655670166,0,23255269,0,0,0,0,1,1,1,1,1,51,0,1,82
57.1132736206055,0,23169249,0,0,0,1,1,1,1,1,0,27,0,1,69
68.0375213623047,1,31068535,0,0,0,0,0,0,0,1,0,19,0,1,50
75.0578689575195,1,35012359,0,0,0,0,0,1,1,0,0,63,0,1,39
37.8606872558594,0,53007492,0,0,0,1,1,1,1,0,0,31,0,1,46
61.2522888183594,1,33140715,0,1,1,0,0,0,0,0,0,14,0,0,20
34.4367370605469,0,35014175,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA
53.2021408081055,0,35009003,0,0,1,0,0,0,1,1,0,51,0,1,52
42.5737037658691,0,23255269,0,1,1,0,1,1,0,0,0,38,0,0,41
37.7269096374512,1,35019537,0,1,1,0,0,0,0,0,0,38,0,0,46
51.412769317627,1,33058199,0,1,1,0,1,0,0,1,0,57,0,1,24
41.3768196105957,0,23190884,0,0,0,NA,NA,NA,1,0,NA,34,1,1,56
54.7123985290527,1,35019380,0,1,0,0,0,0,1,1,1,25,0,1,33
64.4060897827148,0,53006739,0,1,1,0,0,0,0,0,0,63,0,0,18
44.0814819335938,1,33002614,0,0,1,1,0,0,1,1,0,NA,0,1,37
73.4534301757812,1,35014285,0,1,0,0,0,0,0,0,0,78,0,1,92
63.1116561889648,0,35018673,0,1,1,0,0,0,0,0,0,90,0,1,39
75.8566665649414,1,35001824,0,0,1,0,0,0,1,1,0,51,0,0,24
40.9795913696289,0,35906591,0,1,1,0,0,0,0,1,0,100,0,1,71
52.9260787963867,1,23071001,0,0,0,1,1,1,1,1,0,27,0,1,29
84.3241653442383,0,35001247,0,1,1,0,0,0,1,1,0,74,0,1,90
74.6058120727539,0,53007492,0,0,0,0,0,0,0,1,0,33,0,0,18
55.1229858398438,0,33018332,0,0,1,1,1,1,0,0,0,67,0,1,62
38.7588424682617,1,35011605,0,1,1,1,1,1,1,1,0,13,0,1,69
53.6953506469727,0,33045437,0,0,1,1,0,1,1,1,1,75,0,0,27
30.0351810455322,0,23077808,0,0,0,0,NA,1,0,0,0,15,0,1,NA
34.6103820800781,1,35035993,0,1,1,0,1,0,0,0,0,32,0,1,86
81.1300735473633,1,35045640,0,0,0,0,0,0,1,1,1,85,0,1,82
38.8016548156738,0,31068675,0,1,0,1,0,0,0,0,0,40,0,1,52
63.0013389587402,1,35037084,NA,NA,NA,NA,NA,NA,0,0,0,52,0,1,62
60.486213684082,0,35007067,0,1,1,0,0,1,0,1,0,NA,0,1,50
59.3373527526855,0,35191206,0,0,1,0,0,1,1,1,0,30,0,1,14
64.6722793579102,1,53068092,0,0,0,0,1,1,1,1,1,55,NA,0,60
49.3013000488281,0,23071095,0,0,0,1,1,1,0,1,0,14,0,0,48
90.5397796630859,1,35925020,0,0,0,0,0,1,0,1,0,43,1,1,41
75.2067642211914,1,35009337,0,1,1,0,0,0,0,0,0,40,0,1,33
63.4520111083984,1,35019823,0,1,1,0,1,0,1,1,0,39,0,1,35
64.0475921630859,1,35038805,0,0,1,0,0,0,0,1,1,43,0,0,24
68.6473236083984,0,23264853,0,1,0,0,0,0,0,0,0,59,0,1,56
46.4508781433105,1,35011514,0,1,0,0,0,0,0,0,0,47,0,1,52
48.6979598999023,0,17005264,NA,NA,NA,NA,NA,NA,0,1,0,43,0,1,73
45.9331245422363,0,17026229,NA,NA,NA,NA,NA,NA,0,1,0,36,0,1,65
57.6972885131836,0,33039585,NA,NA,NA,NA,NA,NA,1,1,0,49,0,1,50
76.5124816894531,0,33128235,0,0,1,0,0,0,0,1,1,16,0,0,31
39.9708099365234,0,33096694,0,0,1,0,1,1,1,1,0,67,0,1,24
33.2850151062012,0,33045496,0,0,0,0,0,1,0,0,0,59,0,1,54
57.266716003418,1,35907406,0,1,1,0,0,0,1,1,1,43,0,1,56
30.0154304504395,0,35012026,0,1,1,0,0,0,0,0,0,22,0,0,31
41.5401000976562,1,35035993,0,0,1,0,0,0,1,1,1,70,0,1,82
41.5521965026855,1,33048495,0,0,1,1,0,1,0,1,0,12,0,0,NA
49.2327079772949,0,17024307,0,0,1,0,0,0,0,0,0,46,0,0,37
41.6776313781738,0,33030286,0,1,0,1,0,0,1,1,0,43,0,1,50
64.4988708496094,0,35006567,0,0,0,0,0,1,0,1,0,78,0,1,12
62.0867195129395,1,35000673,0,1,1,1,1,0,1,1,0,5,0,0,3
83.0741882324219,1,33106630,0,0,1,0,0,1,1,1,0,20,0,1,46
60.398006439209,0,33030286,0,0,0,0,0,0,0,1,1,63,0,0,48
37.4985427856445,0,33014736,0,0,0,0,1,1,1,1,0,52,0,1,48
67.7416687011719,1,23085568,0,1,0,0,1,1,1,1,0,61,0,1,10
64.3106918334961,1,35046176,0,1,1,0,0,0,1,1,0,40,0,1,41
41.5169906616211,0,33038724,0,1,1,0,0,0,0,1,1,91,1,1,NA
47.4108924865723,1,33139156,0,0,0,0,0,1,0,1,NA,22,0,0,NA
45.4715118408203,1,35019458,0,0,0,1,1,1,1,1,0,46,0,0,50
45.6424865722656,1,35008333,NA,NA,NA,NA,NA,NA,0,1,0,58,0,1,39
44.8518409729004,1,33099936,0,0,0,1,1,1,1,1,0,35,NA,1,50
69.7342681884766,1,53008146,NA,NA,NA,NA,NA,NA,0,1,1,NA,0,1,41
82.9107055664062,1,53005210,0,0,0,0,1,1,0,0,0,76,0,1,60
81.5656127929688,1,53001206,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA
61.9268569946289,0,35008187,0,0,0,0,0,1,0,1,0,27,0,1,46
53.5265731811523,0,23255528,0,1,1,0,1,0,0,1,0,59,0,1,56
85.894287109375,0,23190884,0,0,0,0,1,1,1,1,1,27,1,1,62
29.1508255004883,0,35012002,0,1,1,0,0,1,0,0,0,50,0,1,60
68.7575149536133,0,35042171,NA,NA,NA,NA,NA,NA,0,1,0,61,0,0,58
60.3224067687988,1,17004950,0,0,1,0,0,1,0,0,0,52,0,1,60
67.0354309082031,0,35012221,0,1,1,0,0,1,0,0,0,49,0,1,58
61.1535530090332,1,35917758,0,1,1,1,0,0,0,0,0,NA,0,1,NA
72.5012054443359,0,33089078,0,1,1,0,0,1,0,0,0,63,0,1,69
56.6078071594238,0,35018594,NA,NA,NA,NA,NA,NA,1,1,0,5,0,1,33
32.9604377746582,1,23140518,0,0,1,1,1,1,1,1,0,12,0,0,29
44.5988121032715,0,33047936,0,0,0,0,0,0,0,1,0,25,0,1,43
67.9955596923828,1,35019860,0,1,1,0,0,0,1,1,1,87,0,1,75
49.028507232666,1,35008059,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA
95.3148727416992,1,33075220,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
51.2213249206543,0,23073136,0,1,1,1,1,1,0,1,0,37,0,0,41
63.023551940918,0,53014812,0,0,0,1,1,0,0,1,0,42,0,1,27
68.7902984619141,1,53003578,0,1,1,0,0,0,0,1,0,84,0,0,14
64.8464813232422,0,35901748,0,0,0,0,0,0,0,1,0,66,0,1,39
53.9673347473145,1,23085568,0,0,0,1,0,0,1,1,0,37,0,1,33
81.6360244750977,0,35011548,0,1,0,0,1,0,0,1,0,73,0,1,69
26.3110198974609,0,23100133,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA
83.0017318725586,1,33058601,0,1,1,1,1,0,1,1,0,65,0,1,82
36.3171768188477,0,53007514,1,1,0,0,0,0,1,1,0,28,0,1,33
69.4603042602539,1,33050490,0,1,1,0,0,0,0,1,0,63,0,1,41
62.9904594421387,1,31068608,0,1,1,0,0,0,0,1,0,41,0,1,29
44.7408447265625,1,33066035,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
86.3604278564453,1,35011708,0,1,0,0,0,0,0,1,0,NA,0,1,NA
49.8380393981934,1,33106738,0,0,0,0,1,0,1,1,0,78,0,1,46
89.0453720092773,0,35019409,0,1,1,0,0,0,0,1,0,90,0,0,73
84.7787551879883,1,31069019,0,0,0,0,0,1,0,1,1,65,0,1,88
