"outcome","treatment","X1","X2","X3","X4","X5","X6","X7","X8","X9"
1,0,-1.11,-1.34,2.01,-2.1,-0.94,1,0,0,1
0,1,1.38,1.43,0.07,0.39,0.68,0,1,0,0
1,0,1.25,-0.34,1.87,-1,-0.29,0,0,0,0
1,1,0.89,-1.06,-0.07,0.47,1.09,1,0,0,1
0,1,0.41,0.62,-1.13,2.06,0.71,1,0,1,0
1,0,-1.61,1.02,0.44,0.98,0.51,0,0,0,0
1,0,1.13,-1.43,0.09,-1.29,1.95,0,1,0,0
1,1,-0.66,-0.35,0.39,-0.33,1.31,1,0,1,1
1,0,-0.21,-1.92,-0.56,-1.69,-0.8,1,0,0,1
1,0,1.48,-1.09,-0.44,-1.48,-0.82,1,1,1,0
0,1,-0.48,-0.59,1.01,-0.46,0.05,0,1,0,1
1,0,-2.58,-0.27,-1.14,1.21,0.82,0,1,0,0
1,1,0.5,-0.78,0.42,1.08,1.13,0,1,0,0
1,1,-0.44,0.67,0.27,-0.43,-0.38,0,0,0,0
0,0,0.57,-0.39,-1.68,0.6,0.08,1,0,1,0
1,1,2.05,-0.07,1.11,0.76,-0.57,1,0,0,1
1,0,0.16,-0.68,0.33,-0.14,0.45,0,0,0,0
1,0,-0.23,-0.24,-1.66,0.21,-0.64,0,0,1,0
0,0,-1.3,0.45,1.1,-1.14,-0.22,1,0,1,0
1,0,0.29,-0.41,0.45,-0.68,-0.1,1,1,1,0
0,1,-0.11,0.21,0.97,0.64,0.04,1,1,0,1
0,0,-0.14,-1.04,0.21,2.03,0.51,1,1,0,0
1,1,1.42,-1.3,-0.17,-0.89,-1.33,0,1,0,1
1,0,-1.37,-1.13,-0.47,0.67,1.33,1,1,1,1
0,1,0.06,0.35,0.65,-0.06,0.61,0,0,1,1
0,0,-0.15,-1.31,0.92,2.63,-0.51,1,0,0,1
1,1,0.4,-0.02,-0.17,0.18,-0.61,1,1,1,0
1,1,-0.37,0.58,0.22,-0.78,0.62,0,0,1,0
1,1,2.87,0.45,0.41,-1.22,-0.1,1,0,0,0
1,1,-0.17,1.56,0.66,-0.31,0.35,0,0,1,0
1,1,0.49,-0.35,2.98,0.57,0.03,1,0,1,1
1,0,-1.75,1.01,0.26,1.06,-1.04,1,1,1,0
0,0,-0.08,-0.91,-1.15,-0.57,-0.97,0,0,0,0
1,1,0.12,0.61,-1.18,0.49,0.67,1,0,0,0
1,1,1.44,0.16,-1.57,0.88,-1.78,0,1,1,1
0,0,0.15,-1.25,-0.46,1.51,-1.34,0,0,0,0
1,0,-0.46,1.39,0.85,2.52,-1.35,1,0,1,0
0,0,0.39,-0.88,0.39,-0.07,-0.76,0,0,0,0
1,0,-2.01,-0.53,-0.86,0.03,-1.76,0,1,1,1
1,1,0.43,0.98,0.7,-0.51,-1.66,0,0,0,1
1,1,1.6,0.98,0.95,0.99,0.54,0,0,0,0
1,0,0.37,-1.53,0.51,-0.7,-2.03,0,1,0,0
1,1,-0.82,0.57,0.05,-1.66,1.22,1,0,0,0
0,0,0.63,-0.59,0.99,-1.32,1.67,1,1,0,1
1,1,0.04,0.62,0.38,-1.21,0.01,0,1,0,1
1,0,0.81,-1.98,0.7,0.01,-0.32,1,1,1,0
1,0,0.39,1.1,2.01,-0.4,0.6,0,0,0,1
1,0,0.27,-0.06,1.54,-0.39,0.49,0,1,0,1
1,0,-1.5,0.18,0.04,-0.27,1.28,0,0,0,0
1,0,-0.4,-0.71,-0.8,-1.45,0.82,0,1,1,0
1,1,2.1,0.16,-2.32,0.33,-0.56,0,0,0,0
1,1,-0.33,-0.32,-1.66,-0.5,0.44,1,0,0,0
1,0,-0.71,-1.67,0.55,0.07,-0.69,1,0,1,0
0,0,-0.74,1.64,1.11,0.89,0.28,0,1,0,0
1,0,-1.53,-0.52,1.18,0.52,1.13,1,0,1,0
1,1,-0.15,0.15,-0.19,-2.03,0.23,0,0,1,0
0,0,1.43,-0.93,-0.19,0.32,-0.93,0,0,0,0
1,0,-0.97,1.02,-0.97,-0.55,-0.3,1,1,0,1
1,0,-0.58,-0.06,0.75,2.18,1.54,0,0,0,0
1,0,-2.36,-0.56,-0.79,1.74,-1.57,0,0,0,0
1,1,-0.64,0.08,0.01,0.93,0.02,1,1,0,0
1,0,-0.39,-1.17,0.61,-1.47,0.32,0,0,1,0
1,0,-0.78,0.38,0.56,0.15,0.41,1,0,1,1
1,1,1.24,1.82,-2.04,-0.07,0.18,0,0,1,0
1,0,-0.74,-1.47,0.56,-1.57,-0.29,1,1,0,0
1,1,1.3,0.41,0.66,0.07,0.49,1,1,1,1
1,1,1.09,0.64,1.99,-0.19,-1.41,0,0,0,0
1,1,0,1.44,-1.18,0.93,0.94,1,0,1,0
1,0,-0.68,0.04,-1.2,-1.53,-0.86,0,0,0,1
0,0,-1.5,-1.84,-1.57,-0.21,0.57,1,1,1,1
0,1,-1.11,1.79,-0.84,1.28,1.02,0,0,1,0
1,0,-1.27,-1.91,-1.61,0.18,-1,1,0,0,1
1,0,-0.48,-0.69,0.04,-0.87,-0.71,0,0,0,0
1,1,0.94,-0.49,-0.29,0.65,1.16,1,0,1,0
1,0,-0.54,1.72,-0.34,0.13,0.2,1,1,1,0
1,1,0.13,-1.1,0.66,-1.13,1,1,0,1,0
0,1,0.16,0.78,0.91,0.34,1.04,0,1,0,0
1,1,1.26,-0.39,-1.08,-0.25,0.81,1,1,1,1
1,1,-0.35,-0.78,1.45,0.15,0.36,1,0,0,1
1,0,0.45,-0.84,-0.64,-0.13,0.7,1,0,0,1
1,0,-0.87,-0.11,-1.07,1.32,0.13,1,1,1,0
1,0,0.32,0.08,1.79,-0.56,0.11,1,1,1,1
1,1,1.31,1.44,-1.73,0.74,-1.01,0,1,0,0
1,0,-1.34,-0.88,0.8,1.47,-0.46,1,0,1,0
0,1,-1.65,0.11,0.02,1.9,-0.25,0,1,0,1
1,1,-0.36,-0.77,-0.9,1.3,-1.59,0,0,0,1
1,1,0.63,-0.2,0.22,-0.45,-1.64,1,0,0,1
1,0,1.34,-1.24,-0.64,-1.25,0.01,1,0,1,1
1,0,-1.92,-2.5,-0.39,0.33,0.49,0,1,0,1
1,0,-1.9,-1.73,-0.36,-0.31,-0.65,1,1,0,0
1,1,0.74,0.96,-0.27,-0.75,-1.46,1,0,1,0
1,1,-0.43,1.87,1.61,-1.07,1.26,0,0,0,1
1,0,-0.21,-0.51,0.25,-1.42,-1.02,0,1,1,1
1,1,0.43,1.32,-0.44,0.61,0.72,1,0,0,0
1,0,0.57,-0.23,0.19,-0.89,-0.4,1,0,1,0
1,1,0.12,0.53,1.03,-0.59,0.24,0,1,0,0
1,1,0.86,-0.7,0.22,-1.9,-0.28,0,0,1,1
1,1,2.43,-1.12,0.26,-0.49,1.25,0,1,1,1
1,1,2.09,0.08,-1.21,1.66,0.91,1,0,1,0
0,1,0.21,0.61,-0.62,-0.59,1.94,1,1,0,0
0,0,-0.44,-0.78,-0.62,0.44,0.95,0,0,1,0
1,0,-1.11,-1.63,0,0.16,0.51,1,0,1,1
1,1,-0.66,-1.4,-0.84,0.91,1.06,1,1,0,1
1,0,-0.62,-0.67,-0.19,0.72,0.39,0,0,1,1
1,0,0.1,0.35,1.07,-0.02,-0.18,0,0,0,1
1,0,0.57,-2.13,-2.19,-0.48,2.5,0,0,1,0
1,1,-2.39,1.42,1.09,-1.19,-0.03,0,0,1,1
1,1,0.58,-1.03,0.33,-0.73,1.77,0,1,1,0
1,1,0.7,-0.19,-0.55,0.14,-0.14,1,1,0,0
1,1,1.59,0.75,-0.19,-0.01,0.69,0,1,1,1
1,0,0.09,0.68,-1.19,-0.53,1.89,0,0,1,1
1,1,-1.06,0.34,1.03,-1.28,-0.72,0,0,0,1
1,0,-1.55,-0.28,0.73,0.14,0.07,0,1,0,1
0,1,-0.02,-1.14,-0.56,-0.62,0.96,1,1,0,1
1,0,-0.38,-0.13,-1.17,1.83,-0.56,1,0,0,0
1,1,0.45,0.43,0.2,-0.08,0.84,1,0,1,1
1,0,-1.75,-0.26,1.92,0.64,-2.24,1,0,1,0
1,1,0.21,-0.41,1.12,-1.49,-0.36,1,0,1,1
1,0,-0.81,-0.18,-1.09,-2.22,-0.83,1,0,0,1
1,1,2.72,-0.71,0.13,-1.73,0.98,1,1,0,1
0,0,-0.05,-0.63,0.87,-0.09,0.33,1,1,1,0
0,0,-1.96,0.42,0.42,-0.29,-0.06,0,1,1,1
0,0,0.64,-0.21,1.07,-0.65,0.5,0,0,0,1
1,0,-2.54,-0.83,-0.36,-0.27,-0.48,1,1,0,1
1,0,-1.81,-0.54,0.79,0.16,0.33,1,1,1,1
1,0,-0.51,-0.22,0.43,0.48,-2.05,0,0,1,0
1,1,0.53,0.87,0.05,0.33,1.03,1,1,0,1
0,0,-1.18,-1.37,-1,-0.07,-0.46,1,1,0,1
1,0,-1.13,-1.35,-0.62,0.18,1.65,1,1,0,1
1,1,0.71,-0.45,0.23,-2.43,1.14,0,1,0,1
0,1,0.03,1.12,1.75,0.2,-1.02,1,0,1,0
1,0,0.79,-1.05,-0.22,-1.37,-0.46,0,1,0,1
1,1,1.1,1.46,0.94,0.29,0.78,1,0,0,0
1,0,0.56,0.31,-0.41,-0.28,0.03,0,1,0,0
1,0,0.32,0.94,-0.78,-0.69,0.59,0,0,1,1
1,1,-1.22,0.39,-0.46,0.65,2.54,1,0,1,0
0,0,-1.93,0.99,-1.68,1.41,-0.2,0,1,0,1
0,0,-1.11,-1.45,-1.41,0.27,0.42,1,0,0,0
0,0,-0.93,-1.71,1.05,-1.39,-0.86,1,1,0,1
1,0,-0.78,-2.08,0.08,1.29,-0.72,1,0,1,1
1,0,-0.71,0.32,0.34,0.05,0.89,0,1,0,1
1,1,1.39,-0.16,0.27,0.6,0.46,1,1,1,1
0,0,1.29,0.8,0.82,0.92,-1,0,1,0,1
0,0,-1.89,-0.7,-0.16,0.01,-1.23,1,0,1,0
1,1,0.95,1.6,0.83,1.17,0.61,0,1,0,1
1,1,1.1,1.94,-0.5,0.33,0.05,1,0,0,1
0,0,-0.75,-0.98,0.71,3.52,-0.55,1,0,0,1
0,0,0.17,-0.73,1.12,-0.66,-1.62,0,0,1,1
1,0,-1.09,1.07,0.4,-1.32,0.63,1,1,0,1
0,0,0.5,0.62,-0.42,0.62,0.95,0,0,1,0
0,0,1.04,0.13,0.24,0.3,-0.55,0,1,0,1
0,0,0.57,-1.01,-0.5,0.3,0.55,0,0,1,1
1,1,2.4,-0.84,-0.34,-0.29,0.95,1,1,0,1
1,0,1.6,-0.94,0.63,-0.69,0.27,1,0,1,1
1,0,-0.75,-0.75,0.6,-0.23,0.06,0,1,0,1
0,1,0.26,-0.23,-0.39,0.14,-0.56,1,0,0,1
1,1,1.34,1.59,-0.81,-0.86,-0.16,1,0,1,0
1,0,0.29,0.18,1.03,0.58,0.63,1,1,0,0
0,0,-1.38,-0.53,0.46,-0.94,0.67,1,0,1,0
1,1,-0.01,-0.22,1.94,1.33,-0.11,1,1,1,0
0,0,-0.86,-0.07,-0.73,-0.65,0.86,1,1,0,0
1,1,-1.47,0.38,-0.05,0.47,-0.17,1,1,0,1
1,1,0.89,-0.67,1.03,1.43,0.51,0,1,0,1
1,0,-1.41,0.28,-1.61,-0.45,0.46,0,0,1,0
1,1,0.64,-0.24,0.5,0.32,-1.37,0,1,0,1
1,1,-2.72,-2.3,-1.13,0.13,0.49,1,1,0,0
1,1,3.06,0.32,0.01,1.18,-0.01,0,0,1,1
1,0,0.54,-0.16,1.27,0.78,0.1,1,1,1,1
1,1,-1.74,1.34,0.49,-1.16,-0.86,0,0,0,0
1,1,1.06,-0.54,-1.39,-0.81,0.45,1,0,0,1
1,0,-0.31,-0.93,1.55,-0.38,0.95,0,0,1,0
1,1,0.27,-0.06,-0.09,-1.02,-1.12,0,1,1,1
1,1,0.57,2.01,-1.17,1.49,-0.78,0,0,1,0
0,0,0.86,0.56,0.29,0.68,-0.93,0,1,1,0
1,0,0.27,-0.75,-0.84,0.67,-1.47,1,1,0,1
1,0,-0.4,-1.48,-1.48,-0.14,-0.42,1,0,1,0
1,0,-1.66,0.45,1.48,-0.59,0.28,1,1,0,1
1,1,-0.09,0.98,1.21,-1.87,-0.37,0,1,0,0
1,0,-0.81,-0.7,1.29,-0.61,1.03,1,0,1,0
1,0,-1.28,-1.08,-0.05,-0.81,0.39,1,0,0,0
1,1,1.69,0.39,0.5,1.54,1.51,0,1,1,0
0,0,-0.73,-1.7,0.12,1.13,-0.1,0,0,0,1
0,0,0.77,-0.09,0.64,-0.43,1.08,1,1,1,0
1,0,-1.02,0.64,0.58,0.21,0.16,1,1,1,1
1,0,0.15,-2.12,1.71,-0.95,0.15,1,1,0,0
1,0,-0.77,-2.15,-0.87,-0.93,-1.21,1,1,0,0
1,1,-0.56,0.87,1.87,-0.5,-0.76,1,0,1,0
1,1,0.29,1.73,1.38,2.34,0.5,1,1,0,0
1,1,0.46,-0.19,0.35,-1.52,1.23,0,1,0,0
1,0,-1.23,0.49,-0.47,-0.91,1.44,1,0,1,1
1,1,1.04,0.3,0.76,1.25,-0.91,1,0,0,1
1,1,-0.3,0.89,1.06,-0.13,0.68,0,0,1,0
1,1,2.04,-0.31,-1.75,0.59,-0.09,1,1,1,1
1,1,1.4,1.05,-1.89,0.91,-0.33,0,1,1,0
1,0,-1.84,0.28,-0.89,0.52,-0.02,1,1,0,1
1,0,-1.6,-0.08,-0.08,-0.18,-0.91,1,0,0,0
1,1,1.1,0.82,-0.08,1.84,0.43,0,0,1,1
1,0,-0.42,0.73,-0.09,-0.15,0.17,1,0,1,0
1,0,-0.18,-0.64,-2.24,0.59,0.43,0,0,0,0
0,1,-0.52,2.81,0.94,0.45,0.11,1,1,0,0
1,0,-0.44,-1.15,-1.2,-1.8,-1.23,1,0,0,1
1,0,0.54,-0.95,-1.16,0.05,-0.23,1,1,0,0
0,0,-1.51,-1.89,0.19,-1.8,-1.78,0,1,1,1
1,1,0.55,0.67,-0.14,1.36,1.2,0,0,0,1
1,1,1.53,-1.57,-0.2,-0.42,-1.04,1,1,0,1
1,1,0.45,0.7,1.48,-0.6,-0.51,1,0,0,0
1,1,-0.43,0.26,2.07,-1.02,0.25,0,0,0,1
1,0,-0.81,-2.03,1.21,0.38,-0.16,0,0,1,0
1,1,-0.43,-0.22,1.04,-0.68,0.2,1,1,0,0
1,1,0.7,1.43,-0.31,-0.58,0.48,1,1,1,0
1,1,2.27,-0.36,-0.06,-0.02,-1.33,0,1,0,1
1,1,1.33,1.24,0.23,0.72,1.35,1,1,0,1
0,0,-0.99,0.12,0.52,-0.64,1.19,1,0,0,0
1,1,-0.05,1.2,0.44,0.55,0.61,0,0,1,0
1,0,-1.78,1.01,0.24,0.58,-2.45,1,1,1,0
1,1,2.22,0.82,0.22,-0.51,1.49,1,1,0,1
1,0,-0.47,-0.56,1.24,-0.51,-0.86,0,1,0,0
1,1,1.33,-0.29,-1.97,-1.73,-0.88,1,0,1,1
1,1,-0.14,0.11,0.47,-0.7,-0.06,0,0,1,0
0,1,-0.94,2.34,1.05,-0.33,0.92,1,1,1,0
1,1,0.52,0.33,-0.03,0.73,-0.24,0,0,0,0
1,0,0.03,-0.66,-1.85,-0.54,-0.9,1,1,1,1
1,0,-1.15,0.5,0.78,0.2,0.09,0,1,1,1
0,0,-0.95,-1.19,1.76,-0.1,0.46,1,1,0,0
1,1,-0.17,0.14,-0.42,-0.2,-0.82,0,1,0,1
1,0,-1.37,0.15,0.74,-0.23,0.25,1,0,0,0
1,0,1.1,0.22,-0.14,0.48,-0.2,0,0,0,1
0,0,-0.98,-1.01,-1.97,0.03,0.89,1,0,0,0
1,1,-0.67,0.07,-0.34,-1.34,1.55,0,1,0,0
1,0,-0.14,-1.12,0.67,0.94,-0.79,0,0,1,0
1,0,-0.51,-0.78,-1.13,-0.81,0.59,0,1,1,0
1,0,0.29,-2.09,0.85,2.36,0.51,1,0,1,0
1,1,1.2,0.09,1.65,0.27,2.45,1,1,0,1
1,0,-1.11,2.03,-0.54,-1.82,1.52,0,0,1,0
1,0,0.65,-2.22,-1.13,-0.31,-0.89,0,0,0,0
0,0,-0.58,0.54,-0.26,0.23,1.82,1,0,1,1
1,0,-1.44,-0.2,-0.52,0.63,-0.35,1,0,1,1
1,1,0.55,0.02,0.19,0.27,1.3,0,0,0,0
1,1,1.62,0.55,-0.14,0.38,-0.86,1,0,1,0
1,1,1.01,-0.87,1.15,0.67,0.39,1,0,0,0
1,1,0.59,-0.18,0.79,2.15,0.97,1,1,1,0
1,0,0.28,2.16,-1.01,-1.38,-0.33,0,1,1,0
0,0,0.5,-0.35,1.26,-0.09,-1.27,0,1,1,1
1,1,-0.4,0.56,1.01,-1.71,0.52,0,0,1,1
1,1,-0.77,-1.09,-0.79,-1.7,1.66,1,0,1,0
1,1,0.85,1.12,0.88,-1.43,-0.46,1,1,1,0
1,1,0.33,1.7,-0.39,1.2,0.16,0,1,1,0
1,0,0.35,0.52,-1.08,-0.13,-1.73,0,0,0,1
1,1,-0.24,0.5,-0.44,0.24,-0.54,1,1,0,0
1,1,0.98,1.43,0.21,0.97,0.33,0,1,1,0
1,0,-2.47,-1.46,0.93,-0.46,1.12,0,1,1,0
1,1,0.87,-1.28,1.26,-0.52,1,1,1,0,1
1,0,-1.02,0.71,0.31,0.77,0.45,1,1,1,1
1,1,1.37,1.54,0.69,1.21,-0.01,0,0,1,0
1,0,0.01,-0.63,0.41,-1.04,-0.33,0,1,1,1
1,1,0.2,0.68,0.76,1.59,0.3,0,1,1,1
1,1,-0.51,1.04,-0.82,-0.76,1.65,0,1,1,1
1,1,-1.84,1.43,-0.08,0.01,0.01,0,0,0,0
1,0,0.73,0.01,0.16,0,-0.29,1,0,1,0
0,1,0.17,0.96,1.11,0.37,0.04,1,0,1,1
0,0,-0.06,-0.53,1.45,-1.02,-0.76,0,1,0,1
1,1,-0.41,0.26,0.1,0.4,-0.95,0,0,0,1
1,0,-1.66,-0.29,1.14,-0.55,-0.59,1,0,1,1
1,0,-0.45,-0.91,0.6,0.13,-2.09,1,0,1,0
1,0,-0.54,0.2,0.76,0.15,1.13,1,1,0,0
1,0,-0.84,0.26,-0.71,0.46,0.85,1,0,1,1
0,0,-0.97,-0.1,1.34,-1.33,0.98,0,1,0,1
0,0,-1.1,-0.67,1.51,-0.85,-0.67,1,0,0,0
1,1,-0.16,1.53,-1.47,-0.9,0.24,1,1,0,0
1,1,-1.11,-0.27,1.36,-0.56,0.69,1,0,0,0
1,0,0.89,-0.76,0.22,1.35,-0.78,0,1,1,1
0,1,-1.95,-0.08,-0.2,0.52,0.47,1,0,0,1
1,0,-0.47,-1.92,1.13,-0.28,-0.57,0,1,0,0
1,0,1.28,-2.21,0.26,0.27,2.82,1,0,0,0
1,1,0.75,0.44,0.69,1.46,0.36,0,1,1,1
1,1,2.33,-0.51,0.11,-0.4,-1.15,1,0,1,0
1,0,-1.27,-1.43,-0.85,-0.97,0.98,0,0,0,0
1,0,-0.95,-1.22,-1.19,0.55,-0.96,0,1,1,1
1,1,0.62,0.65,-0.31,1.99,-0.33,0,1,1,0
1,0,-0.91,-2.18,-0.78,0.26,-1.71,1,1,1,1
0,0,-0.38,-0.45,0.04,-0.52,-1.64,1,0,0,1
1,0,0.43,-0.06,0.84,0.78,0.45,1,0,0,1
1,1,0.68,-0.6,-0.27,-0.69,-2.72,0,1,1,0
0,1,-1.38,1.6,0.62,-0.21,0.01,1,0,1,0
1,1,0.7,-0.11,1.59,-0.21,1.2,1,0,0,1
0,1,-1.77,0.06,0.81,1.65,0.78,0,0,1,0
1,1,2.07,0.05,0.88,0.08,0.54,1,0,0,0
1,1,2.03,1.91,-0.23,-0.79,0.99,0,0,0,0
1,0,-0.73,-0.2,-0.45,1.31,-1.42,1,0,0,0
0,0,-1.43,0.03,-0.84,0.28,-0.02,1,1,0,1
0,1,-0.23,1.07,0.94,0.83,-0.82,0,0,1,0
1,1,0.8,1.24,-1.02,0.59,-0.25,0,0,1,1
0,0,-1.13,-1.68,-1.41,-0.46,-1.75,0,0,1,1
0,0,-0.02,0.4,0.92,0.12,0.42,1,0,1,0
1,1,0.32,-0.21,0.22,-0.42,0.82,0,1,0,0
0,0,-0.48,0.9,1.4,0.66,-0.5,0,1,0,0
0,0,-0.92,-1.61,-1.24,-0.07,-0.09,0,0,1,1
1,0,1.62,-1.48,1.8,-1.13,0.39,1,1,1,0
1,1,2.01,0.24,-0.07,1.75,-0.15,0,1,1,1
1,1,-0.53,0,-1.34,-0.04,0.18,0,1,0,1
1,1,1.61,0.08,0.26,-0.49,-0.19,1,0,1,0
1,0,0.56,-0.06,1.09,-0.47,0.02,0,0,0,1
1,1,-1.75,1.71,1.53,-0.11,-0.2,0,0,0,0
1,1,1.36,0.92,0.09,0.47,1.16,1,0,0,0
1,1,-0.84,0.06,1.87,0.88,0.81,0,1,1,0
1,1,-1.46,0.6,0.35,0.2,2.04,1,0,1,1
1,0,-0.32,-0.97,1.5,-0.25,-1.12,1,1,1,0
1,1,1.99,-0.59,0.72,-0.96,-0.9,0,1,1,1
0,0,-0.9,0.23,-0.36,0.56,-0.35,1,1,0,1
1,1,0.18,0.29,1.42,1.04,-0.93,0,0,0,0
1,1,1.08,0.17,-1.15,0.24,-1.39,1,1,1,1
1,0,-1.72,-0.47,1.17,0.2,-0.55,1,1,0,0
1,1,1.09,0.79,0.49,0.16,-0.25,1,0,1,0
0,0,-0.36,-0.19,-1.23,1.61,-1.17,0,1,0,1
1,0,1.18,-0.41,0.8,-0.02,0.47,0,0,1,0
1,1,-0.05,0.83,0.96,0.96,0.67,0,1,1,0
1,0,-0.17,-1.31,-0.32,0.66,1.61,0,0,0,0
1,0,-1.4,-0.79,-1.14,-1.87,0.52,0,1,0,0
1,0,-1.03,0.58,-0.37,0.4,0.41,0,1,1,0
1,0,0.02,0.01,0.65,1.33,-0.38,0,1,1,1
1,1,0.98,0.43,-0.07,-0.79,-0.83,0,1,1,1
1,0,0.68,-1.11,-1.39,0.99,0.09,1,0,1,1
0,0,-0.71,-0.9,-0.39,-0.31,1.38,1,0,1,1
1,1,-0.24,0.91,1.58,-1.17,-1.2,1,1,0,1
1,1,0.68,-0.26,-1.61,-1.17,1.33,0,1,1,0
1,0,-0.27,-0.3,-0.26,0.28,0.47,0,0,1,0
1,0,-1.57,-1.61,0.24,-1.19,-0.28,0,0,1,0
1,1,-0.86,0.2,-0.2,-0.29,-2.34,0,0,0,0
0,0,-0.18,0.31,-1.05,1.33,0.25,1,1,1,1
1,1,2.1,-0.49,0.96,0.7,1.32,0,0,1,1
1,0,-0.08,-1.28,0.47,-0.19,0.8,1,1,1,1
1,1,1.63,0.94,0.8,0.79,-1.26,1,1,1,1
1,1,-0.03,1.78,1.05,-1.89,-1.49,0,0,1,1
1,0,-0.08,-1.49,-0.46,1.13,-0.52,0,0,1,0
1,1,1.3,0.52,2.21,-0.34,-0.29,0,1,1,0
0,0,-0.03,1.64,-0.66,-0.29,-0.55,0,1,0,1
1,1,0.09,0.95,0.09,0.79,-0.14,1,1,1,1
1,1,-0.02,1.38,-0.43,0.56,-1.98,1,0,1,1
1,0,0.52,-1.23,0.67,-1.12,1.46,1,1,0,1
1,0,-1.13,0.23,-0.71,-0.03,0.04,1,0,0,1
1,1,-1.18,-0.48,0.59,-1.72,1.84,0,0,0,0
1,0,-0.24,0.03,0.74,-0.36,0.74,0,1,1,0
1,1,0.35,-0.41,-0.05,-0.62,-1.33,1,0,1,1
0,0,-0.22,-0.63,0.08,-1.6,1.44,1,1,1,0
1,1,0.43,0.68,0.26,-0.65,-0.55,0,1,0,1
1,0,0.45,-0.17,0.44,0.25,0.39,0,1,1,0
1,0,0.62,-1.05,0.76,-0.71,0.62,1,0,1,1
0,0,0.39,-1.32,1.07,0.78,-0.46,1,0,1,0
0,0,1.83,-1,0.7,-1.36,0.38,0,0,1,1
1,0,0.34,-0.36,-1.49,-0.31,1.6,1,0,0,1
1,1,-0.97,0.95,0.14,2.87,-1.09,1,0,0,0
1,1,0.99,-0.14,0.25,1.06,1.32,1,0,0,1
1,1,1.76,-0.05,-0.08,-1.13,-0.45,1,0,0,1
1,0,1.9,-1.01,-0.29,-0.65,-0.05,1,0,0,1
1,0,-0.25,-0.4,-0.7,-0.63,1.07,1,1,0,0
1,1,-0.08,-0.04,-1.13,0.2,-0.38,1,0,0,1
1,0,-3.59,-0.59,0.8,0.34,-0.16,1,0,0,1
0,1,-0.05,-0.52,-0.76,0.51,-1.31,0,1,0,1
1,0,-2.45,-1.84,-0.04,-0.61,-1.84,0,0,1,0
1,0,-0.71,0.72,-0.28,-1.33,0.71,1,1,1,0
0,1,-1.56,-0.64,0.45,-1.07,1.65,0,1,1,0
0,0,-1.32,1.27,-0.59,-0.08,-0.72,1,0,1,1
1,0,0.08,0.92,-0.41,-2.44,-0.09,0,1,0,0
1,0,0.19,-0.39,0.28,-0.86,-2.83,0,1,0,1
1,0,-0.24,0.57,-1.33,0.62,-0.19,0,1,1,0
1,0,-1.65,0.74,0.28,-0.57,-2.2,1,0,1,1
1,1,1.34,-1.08,-2.14,2.14,0.24,1,0,0,1
1,0,0.35,-2.01,-0.94,-0.41,-0.44,0,0,1,0
1,1,-0.32,0.44,-0.45,1.16,-1.79,0,1,1,0
1,1,1.01,-0.11,-0.12,1.11,0.7,1,1,1,0
1,1,0.61,0.09,-0.02,-1.21,-0.44,0,1,0,0
1,0,1.27,-0.43,0.06,-1.47,-0.26,0,0,0,0
1,0,1.38,-0.14,-1.13,1.37,-0.16,1,0,1,1
1,0,-1.02,-0.62,-0.36,0.17,-0.87,1,0,1,1
1,1,-0.44,0.03,1.29,0.27,-0.42,1,0,1,1
0,0,0.14,0.16,1.24,2.67,0.32,0,0,1,0
1,1,-0.43,0.62,-2.24,0.64,-0.82,0,1,0,1
1,1,0.6,0.81,-0.41,-0.63,0.47,0,1,1,1
1,0,-0.59,-1.23,2.34,-0.57,-1.94,0,0,0,1
1,1,0.15,0.1,-2.15,0.06,2.55,1,0,0,0
1,1,0.95,0.36,-0.21,-0.36,-0.46,0,1,1,1
1,0,-1.1,1.01,-0.71,0.38,1.12,1,1,1,1
1,1,-0.21,1.19,0.44,2.61,1.52,0,1,1,1
0,0,0.2,-1.02,-0.33,1.23,0.93,0,1,0,1
1,1,0.22,0.46,-0.72,-0.07,-1.27,1,0,0,1
0,1,-0.24,-0.9,0.05,0.54,-0.62,0,0,0,0
1,1,0.32,-0.19,1.04,-3.33,-0.61,0,1,0,1
1,1,1.93,0.79,-0.85,1.35,1.31,1,1,0,0
1,1,1.21,-1.07,1.37,-2.22,0.57,1,1,1,1
1,1,1.49,-0.24,-0.76,-0.54,0,1,0,0,0
1,1,-1.24,0.85,0.47,-0.44,-0.05,0,0,0,1
1,0,-0.92,0.02,0.16,-2.88,-1.83,0,1,0,1
1,0,-1.03,0.86,0.41,-1.48,1.37,0,1,0,1
1,1,-0.2,0.46,-0.39,0.58,-0.44,0,1,1,1
1,0,0.6,1.69,0.92,-0.19,-1.6,0,0,0,1
1,1,-1.02,-0.11,0.64,0.78,-0.43,0,1,1,1
0,0,0.18,-1.03,-0.97,1.5,-1.28,0,1,0,0
0,1,-1.38,1.55,-0.02,-1.69,0.85,1,1,0,1
1,1,1.65,-1.36,0.36,-1.57,-0.71,1,1,0,0
1,0,1.41,0.46,-0.69,-0.66,0.05,0,0,1,0
1,1,0.74,-1.73,-0.48,1.87,1.88,1,0,1,1
1,0,0.98,-1.15,-0.7,0.82,2.49,0,1,1,0
1,1,1.04,1.42,0.95,0.77,-0.16,1,0,1,0
1,1,1.66,-1.05,-1.18,-0.31,1.04,1,0,1,1
1,1,0.51,2.18,-1.33,-0.4,-0.11,1,0,1,1
